feature type = k=10, feature = telephone, log-likelihood score = 3.95124, sense = phone
feature type = -1, feature = other, log-likelihood score = 0.0, sense = phone
feature type = +1 & +2, feature = making it, log-likelihood score = 0.0, sense = phone
feature type = +1 & +2, feature = into the, log-likelihood score = 0.0, sense = phone
feature type = +1 & +2, feature = in a, log-likelihood score = 0.0, sense = phone
feature type = +1 & +2, feature = and a, log-likelihood score = 0.0, sense = phone
feature type = -1 & +1, feature = the in, log-likelihood score = 0.0, sense = phone
feature type = k=3, feature = as, log-likelihood score = 0.0, sense = phone
feature type = k=3, feature = stay, log-likelihood score = 0.0, sense = phone
feature type = k=3, feature = have, log-likelihood score = 0.0, sense = phone
feature type = k=3, feature = been, log-likelihood score = 0.0, sense = phone
feature type = k=3, feature = has, log-likelihood score = 0.0, sense = phone
feature type = k=3, feature = long, log-likelihood score = 0.0, sense = phone
feature type = k=3, feature = between, log-likelihood score = 0.0, sense = phone
feature type = k=3, feature = mr, log-likelihood score = 0.0, sense = phone
feature type = k=3, feature = an, log-likelihood score = 0.0, sense = phone
feature type = k=3, feature = but, log-likelihood score = 0.0, sense = phone
feature type = k=3, feature = i, log-likelihood score = 0.0, sense = phone
feature type = k=3, feature = by, log-likelihood score = 0.0, sense = phone
feature type = k=3, feature = he, log-likelihood score = 0.0, sense = phone
feature type = k=3, feature = into, log-likelihood score = 0.0, sense = phone
feature type = k=3, feature = costs, log-likelihood score = 0.0, sense = phone
feature type = k=3, feature = just, log-likelihood score = 0.0, sense = phone
feature type = k=3, feature = out, log-likelihood score = 0.0, sense = phone
feature type = k=3, feature = 10, log-likelihood score = 0.0, sense = phone
feature type = k=3, feature = her, log-likelihood score = 0.0, sense = phone
feature type = k=3, feature = called, log-likelihood score = 0.0, sense = phone
feature type = k=3, feature = his, log-likelihood score = 0.0, sense = phone
feature type = k=3, feature = 15, log-likelihood score = 0.0, sense = phone
feature type = k=3, feature = 600, log-likelihood score = 0.0, sense = phone
feature type = k=3, feature = all, log-likelihood score = 0.0, sense = phone
feature type = k=3, feature = time, log-likelihood score = 0.0, sense = phone
feature type = k=3, feature = including, log-likelihood score = 0.0, sense = phone
feature type = k=3, feature = there, log-likelihood score = 0.0, sense = phone
feature type = k=5, feature = as, log-likelihood score = 0.0, sense = phone
feature type = k=5, feature = sold, log-likelihood score = 0.0, sense = phone
feature type = k=5, feature = total, log-likelihood score = 0.0, sense = phone
feature type = k=5, feature = three, log-likelihood score = 0.0, sense = phone
feature type = k=5, feature = than, log-likelihood score = 0.0, sense = phone
feature type = k=5, feature = stay, log-likelihood score = 0.0, sense = phone
feature type = k=5, feature = could, log-likelihood score = 0.0, sense = phone
feature type = k=5, feature = getting, log-likelihood score = 0.0, sense = phone
feature type = k=5, feature = strong, log-likelihood score = 0.0, sense = phone
feature type = k=5, feature = either, log-likelihood score = 0.0, sense = phone
feature type = k=5, feature = up, log-likelihood score = 0.0, sense = phone
feature type = k=5, feature = these, log-likelihood score = 0.0, sense = phone
feature type = k=5, feature = an, log-likelihood score = 0.0, sense = phone
feature type = k=5, feature = six, log-likelihood score = 0.0, sense = phone
feature type = k=5, feature = larger, log-likelihood score = 0.0, sense = phone
feature type = k=5, feature = expand, log-likelihood score = 0.0, sense = phone
feature type = k=5, feature = prices, log-likelihood score = 0.0, sense = phone
feature type = k=5, feature = used, log-likelihood score = 0.0, sense = phone
feature type = k=5, feature = 8%, log-likelihood score = 0.0, sense = phone
feature type = k=5, feature = firms, log-likelihood score = 0.0, sense = phone
feature type = k=5, feature = public, log-likelihood score = 0.0, sense = phone
feature type = k=5, feature = just, log-likelihood score = 0.0, sense = phone
feature type = k=5, feature = were, log-likelihood score = 0.0, sense = phone
feature type = k=5, feature = sellers, log-likelihood score = 0.0, sense = phone
feature type = k=5, feature = now, log-likelihood score = 0.0, sense = phone
feature type = k=5, feature = do, log-likelihood score = 0.0, sense = phone
feature type = k=5, feature = quarter, log-likelihood score = 0.0, sense = phone
feature type = k=5, feature = second, log-likelihood score = 0.0, sense = phone
feature type = k=5, feature = power, log-likelihood score = 0.0, sense = phone
feature type = k=5, feature = britain, log-likelihood score = 0.0, sense = phone
feature type = k=5, feature = 600, log-likelihood score = 0.0, sense = phone
feature type = k=5, feature = currently, log-likelihood score = 0.0, sense = phone
feature type = k=5, feature = time, log-likelihood score = 0.0, sense = phone
feature type = k=5, feature = cincinnati, log-likelihood score = 0.0, sense = phone
feature type = k=5, feature = others, log-likelihood score = 0.0, sense = phone
feature type = k=5, feature = including, log-likelihood score = 0.0, sense = phone
feature type = k=5, feature = start, log-likelihood score = 0.0, sense = phone
feature type = k=5, feature = home, log-likelihood score = 0.0, sense = phone
feature type = k=5, feature = help, log-likelihood score = 0.0, sense = phone
feature type = k=10, feature = year, log-likelihood score = 0.0, sense = phone
feature type = k=10, feature = as, log-likelihood score = 0.0, sense = phone
feature type = k=10, feature = introducing, log-likelihood score = 0.0, sense = phone
feature type = k=10, feature = three, log-likelihood score = 0.0, sense = phone
feature type = k=10, feature = stay, log-likelihood score = 0.0, sense = phone
feature type = k=10, feature = french, log-likelihood score = 0.0, sense = phone
feature type = k=10, feature = getting, log-likelihood score = 0.0, sense = phone
feature type = k=10, feature = give, log-likelihood score = 0.0, sense = phone
feature type = k=10, feature = between, log-likelihood score = 0.0, sense = phone
feature type = k=10, feature = prices, log-likelihood score = 0.0, sense = phone
feature type = k=10, feature = time, log-likelihood score = 0.0, sense = phone
feature type = k=10, feature = six, log-likelihood score = 0.0, sense = phone
feature type = k=10, feature = executive, log-likelihood score = 0.0, sense = phone
feature type = k=10, feature = had, log-likelihood score = 0.0, sense = phone
feature type = k=10, feature = ever, log-likelihood score = 0.0, sense = phone
feature type = k=10, feature = prime, log-likelihood score = 0.0, sense = phone
feature type = k=10, feature = expand, log-likelihood score = 0.0, sense = phone
feature type = k=10, feature = used, log-likelihood score = 0.0, sense = phone
feature type = k=10, feature = who, log-likelihood score = 0.0, sense = phone
feature type = k=10, feature = relative, log-likelihood score = 0.0, sense = phone
feature type = k=10, feature = integrated, log-likelihood score = 0.0, sense = phone
feature type = k=10, feature = all, log-likelihood score = 0.0, sense = phone
feature type = k=10, feature = 8%, log-likelihood score = 0.0, sense = phone
feature type = k=10, feature = member, log-likelihood score = 0.0, sense = phone
feature type = k=10, feature = weren't, log-likelihood score = 0.0, sense = phone
feature type = k=10, feature = yesterday, log-likelihood score = 0.0, sense = phone
feature type = k=10, feature = drive, log-likelihood score = 0.0, sense = phone
feature type = k=10, feature = late, log-likelihood score = 0.0, sense = phone
feature type = k=10, feature = public, log-likelihood score = 0.0, sense = phone
feature type = k=10, feature = data, log-likelihood score = 0.0, sense = phone
feature type = k=10, feature = addition, log-likelihood score = 0.0, sense = phone
feature type = k=10, feature = income, log-likelihood score = 0.0, sense = phone
feature type = k=10, feature = wouldn't, log-likelihood score = 0.0, sense = phone
feature type = k=10, feature = still, log-likelihood score = 0.0, sense = phone
feature type = k=10, feature = code, log-likelihood score = 0.0, sense = phone
feature type = k=10, feature = come, log-likelihood score = 0.0, sense = phone
feature type = k=10, feature = automated, log-likelihood score = 0.0, sense = phone
feature type = k=10, feature = same, log-likelihood score = 0.0, sense = phone
feature type = k=10, feature = growing, log-likelihood score = 0.0, sense = phone
feature type = k=10, feature = right, log-likelihood score = 0.0, sense = phone
feature type = k=10, feature = soap, log-likelihood score = 0.0, sense = phone
feature type = k=10, feature = 1988, log-likelihood score = 0.0, sense = phone
feature type = k=10, feature = why, log-likelihood score = 0.0, sense = phone
feature type = k=10, feature = pregnant, log-likelihood score = 0.0, sense = phone
